"automatic_water_benchmarking_eligible","bbls_co_reported","bin","borough","census_tract","co_reported_bbl_status","community_board","community_council","direct_ghg_emissions_mtco2e","dof_benchmarking_submission_status","dof_number_of_buildings","dof_property_floor_area_buildngs_and_parking_ft2","energy_star_score","indirect_ghg_emissions_mtco2e","latitude","longitude","municipally_supplied_potable_water_indoor_intensity_gal_ft","nta","nyc_borough_block_and_lot_bbl","primary_property_type_self_selected","record_number","reported_nyc_building_identificaiton_numbers_bins","reported_property_floor_area_building_s_ft","reported_water_method","site_eui_kbtu_ft2","source_eui_kbtu_ft2","street_name","street_number","total_ghg_emissions_mtco2e","weather_normalized_site_eui_kbtu_ft2","weather_normalized_source_eui_kbtu_ft2","zip_code"
"No","1005607501","1046978","Manhattan","15002",,"8","4","962.5","Filed","1","199654","Not Available","413.7","40.783591","-73.957394","Not Available","Upper East Side-Carnegie Hill                                              ","1005607501","Multifamily Housing","639","1009090","232930","None","77.2","124.5","EAST   90 STREET","30","1376.2","76","123.5","10128"
"Yes","1-00560-7502","1009091","Manhattan","59",,"2","2","653.4","Filed","1","202428","Not Available","346.2","40.731808","-73.993473","Not Available","West Village                                                               ","1005607502","Multifamily Housing","640","1009091","215923","None","75.1","119.8","EAST    9 STREET","40","999.6","74.5","118.9","10003"
"No","1-00560-7503","1009092","Manhattan","59",,"2","2","2722.3","Filed","1","204426","Not Available","428.1","40.731476","-73.992679","Not Available","West Village                                                               ","1005607503","Multifamily Housing","641","1009092","189126","None","219.6","281.2","EAST    9 STREET","60","3150.4","216.7","278.3","10003"
"N/A","2022710020;2022810010;2025680012",,"Bronx",,"Primary",,,,"Not on Covered Buildings List",,,"Not Available","158.6",,,"Not Available",,"2022710020","Multifamily Housing","15361","2091291;2091292;2091009;2090997;2090998","93350","None",,,,,,"Not Available","Not Available",
"Yes","1-00561-7502","1009095","Manhattan","59",,"2","2","540.4","Filed","1","144516","Not Available","295.4","40.732574","-73.993469","32.92","West Village                                                               ","1005617502","Multifamily Housing","646","1009095","155646","ABS","72.7","123.6","EAST   10 STREET","28","835.8","Not Available","Not Available","10003"
"Yes","1005610014","1009098","Manhattan","59",,"2","2","549.5","Filed","1","160896","Not Available",,"40.732357","-73.992953","29.16","West Village                                                               ","1005610014","Multifamily Housing","642","1009098","176986","ABS",,,"EAST   10 STREET","38",,"Not Available","Not Available","10003"
"No","1005617501","1009099","Manhattan","59",,"2","2","1188.5","Filed","1","247908","Not Available","488.8","40.731424","-73.992509","Not Available","West Village                                                               ","1005617501","Multifamily Housing","645","1009099","265616","None","85.3","134.7","EAST    9 STREET","63","1677.3","Not Available","Not Available","10003"
"Yes","1-00561-0037","1009100","Manhattan","59",,"2","2","1074.4","Filed","1","139566","Not Available","236.7","40.73169","-73.993144","52.33","West Village                                                               ","1005610037","Multifamily Housing","643","1009100","148870","ABS","116.2","159.1","EAST    9 STREET","47","1311.1","114.4","157","10003"
"No","1-00561-0045","1009101","Manhattan","59",,"2","2","646.2","Filed","1","98609","Not Available","125","40.731888","-73.993621","Not Available","West Village                                                               ","1005610045","Multifamily Housing","644","1009101","101567","None","99.6","132.8","EAST    9 STREET","35","771.2","96.4","129.4","10003"
"Yes","1005620024","1009108","Manhattan","61",,"2","2","304.7","Filed","1","97500","95","168.3","40.732261","-73.991337","17.91","West Village                                                               ","1005620024","Office","648","1009108","98000","None","63","108.6","BROADWAY","797","473","Not Available","Not Available","10003"
"No","1005620030","1009112","Manhattan","61",,"2","2","640.2","Filed","1","135910","75","193.1","40.731847","-73.991441","Not Available","West Village                                                               ","1005620030","Residence Hall/Dormitory","649","1009112","147657","None","74.1","109.1","BROADWAY","787","833.3","73.8","108.9","10003"
"Yes","1005630001","1009127","Manhattan","61",,"2","2","411.3","Filed","1","191223","71","894.7","40.73348","-73.993159","Not Available","West Village                                                               ","1005630001","Office","650","1009127","220000","ABS","80.2","188.2","UNIVERSITY PLACE","83","1306","79.5","187.1","10003"
"Yes","1-00563-0031","1009134","Manhattan","61",,"2","2","584.5","Filed","1","114000","62","458.7","40.733043","-73.99116","29.85","West Village                                                               ","1005630031","Office","651","1009134","122175","ABS","111.6","211.3","BROADWAY","817","1043.2","110.5","210.4","10003"
"No","1-00563-0037","1009138","Manhattan","61",,"2","2","453.1","Filed","1","115000","Not Available","182.2","40.732566","-73.991265","Not Available","West Village                                                               ","1005630037","Multifamily Housing","652","1009138","115015","None","73.2","115.5","BROADWAY","801","635.3","Not Available","Not Available","10003"
"No","1005630046","1009141","Manhattan","61",,"2","2","168.7","Filed","1","57585","82","143.2","40.733002","-73.992581","Not Available","West Village                                                               ","1005630046","Office","653","1009141","54814","None","73.4","142.6","EAST   11 STREET","57","311.9","72.6","141.8","10003"
"Yes","1-00564-0001","1009195","Manhattan","61",,"2","2",,"Filed","1","65926","Not Available",,"40.733823","-73.992538","38.22","West Village                                                               ","1005640001","Multifamily Housing","654","1009195","65926","ABS",,,"EAST   12 STREET","31",,"Not Available","Not Available","10003"
"Yes","1005640007","1009197","Manhattan","61",,"2","2","0","Filed","1","57739","Not Available","0","40.734375","-73.99239","Not Available","West Village                                                               ","1005640007","Office","655","1009197","62000","None",,,"UNIVERSITY PLACE","113","0","Not Available","Not Available","10003"
"Yes","1-00564-0026","1009204","Manhattan","61",,"2","2","315.2","Filed","1","79974","Not Available","134.8","40.733642","-73.992109","Not Available","West Village                                                               ","1005640026","Multifamily Housing","656","1009204","89970","None","84.4","127.1","EAST   12 STREET","39","450","83.8","126.1","10003"
"No","1-00564-0031","1009206","Manhattan","61",,"2","2","196.9","Filed","1","64377","Not Available","38.5","40.733732","-73.992322","Not Available","West Village                                                               ","1005640031","Multifamily Housing","657","1009206","64377","None","62.8","81.1","EAST   12 STREET","35","235.4","62.5","80.7","10003"
"No","1005640034","1009208","Manhattan","61",,"2","2","197.8","Filed","1","119000","77","428.8","40.733326","-73.991077","Not Available","West Village                                                               ","1005640034","Office","658","1009208","118980","None","66.4","161.4","BROADWAY","826","626.6","66.4","161.6","10003"
"No","1-00564-0034","1009208","Manhattan","61",,"2","2","255.1","Filed","1","119000","85","422.5","40.733326","-73.991077","Not Available","West Village                                                               ","1005640034","Office","659","1009208","119000","None","72.1","165.8","BROADWAY","826","677.6","72.2","166","10003"
"No","1-00564-0039","1009209","Manhattan","61",,"2","2","114.4","Filed","1","56827","75","175.9","40.733707","-73.990994","10.62","West Village                                                               ","1005640039","Office","660","1009209","60000","Manual","61.8","139.1","BROADWAY","836","290.3","61.8","139.1","10003"
"Yes","1-00564-0054","1009212","Manhattan","61",,"2","2","298","Filed","1","135315","Not Available","192.8","40.732876","-73.990012","68.53","West Village                                                               ","1005640054","Multifamily Housing","662","1009212","119640","ABS","66.7","111.5","4 AVENUE","120","490.8","66.8","111.6","10003"
"N/A","2-04205-0030",,"Bronx",,,,,"952.4","Not on Covered Buildings List",,,"Not Available","1158.8",,,"Not Available",,"2042050030","Other","15581","2120051","418000","None","76.3","151.2",,,"2111.2","Not Available","Not Available",
"No","1005650011","1009216","Manhattan","61",,"2","2","699.1","Filed","1","262576","5","2423.9","40.735094","-73.991427","Not Available","West Village                                                               ","1005650011","Retail Store","663","1009216","206442","None","208.1","520.1","EAST   14 STREET","44","3123","206.6","518.5","10003"
"No","1005660001","1009222","Manhattan","59",,"2","2","2051.9","Filed","1","392071","Not Available","128.2","40.732338","-73.996276","41.34","West Village                                                               ","1005660001","Multifamily Housing","667","1009222","365000","Manual","110.2","124.8","5 AVENUE","9","2180.1","109.8","124.4","10003"
"No","1005660018","1009223","Manhattan","59",,"2","2","1698.4","Filed","1","420000","Not Available","895.4","40.731688","-73.994725","Not Available","West Village                                                               ","1005660018","Multifamily Housing","668","1009223","473796","None","90.8","143.9","UNIVERSITY PLACE","20","2593.8","89.4","142.5","10003"
"Yes","1005677501","1009224","Manhattan","59",,"2","2","245.1","Filed","1","101073","Not Available","160.4","40.732934","-73.995843","42.22","West Village                                                               ","1005677501","Multifamily Housing","670","1009224","97105","ABS","63.8","109","5 AVENUE","23","405.5","63.7","108.9","10003"
"Yes","1005670007","1009226","Manhattan","59",,"2","2","383.1","Filed","1","65028","Not Available","190.4","40.733345","-73.995544","Not Available","West Village                                                               ","1005670007","Multifamily Housing","669","1009226","65028","ABS","147","229.6","5 AVENUE","33","573.5","146.4","228.7","10003"
"No","1005680001","1009250","Manhattan","61",,"2","2","1226.8","Filed","1","139340","39","266.8","40.733521","-73.995414","Not Available","West Village                                                               ","1005680001","Residence Hall/Dormitory","671","1009250","155195","None","127.4","173.8","5 AVENUE","35","1493.6","127.4","173.8","10003"
"Yes","1-00568-0004","1009251","Manhattan","61",,"2","2","377.1","Filed","1","62409","Not Available","99.6","40.733801","-73.995208","Not Available","West Village                                                               ","1005680004","Multifamily Housing","672","1009251","66866","None","93.5","133.5","5 AVENUE","39","476.7","93.1","133.1","10003"
"No","1005680006","1009252","Manhattan","61",,"2","2","519.2","Filed","1","95117","Not Available","114.5","40.733804","-73.99475","Not Available","West Village                                                               ","1005680006","Multifamily Housing","673","1009252","95117","None","87.7","120.2","5 AVENUE","41","633.7","85.7","118.1","10003"
